,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.8,25.7155974814288,27.3,27.204983208769516,27.0,25.654373333333364,29.8,29.73671821914641
1,29.6,27.635113403592356,27.0,26.67064398906422,26.6,26.039996666666703,29.6,29.575082809247274
2,27.3,33.23622691111831,26.6,26.525949457645783,24.0,24.66936666666669,27.3,28.037703161031725
3,27.0,28.265819395410915,24.0,24.513607580183884,20.0,20.202246666666635,27.0,27.07399290581424
4,26.6,26.990911113045286,20.0,20.251916406789377,17.2,17.40377999999999,26.6,26.564885344819903
5,24.0,22.77531663424253,18.0,17.515248987093294,16.0,16.32140666666666,18.0,16.297073927673615
6,20.0,22.311888396965912,17.2,16.98084492621527,11.9,14.072779999999982,17.2,16.899765187816048
7,18.0,12.433746178961371,16.0,16.082073590037673,14.1,13.771983333333305,11.9,11.304328334209899
8,17.2,21.873091108467406,11.9,11.908855888255104,20.0,20.345333333333368,14.1,15.438289509036881
9,16.0,22.031940352044387,14.1,14.414978829748641,20.0,19.312563333333333,20.0,19.098280664150995
10,20.0,19.85074788507842,20.0,19.59877742280462,19.2,18.974156666666676,19.2,17.784470396062833
11,19.2,19.628302890137036,19.2,19.42344790298122,14.3,16.309713333333328,17.1,15.335531763470808
12,14.3,17.031332313269843,14.3,14.962302105527902,17.1,16.718869999999985,16.5,14.42764812060173
13,17.1,18.056155659400417,17.1,17.005298499465507,11.0,12.561213333333333,11.0,11.979382415421618
14,27.7,31.080865627563867,16.5,16.566028093971788,27.8,27.744163333333326,27.7,28.760273276660307
15,27.8,31.151706231060757,11.0,11.948596053942873,14.8,16.84069666666669,14.8,14.962588398435468
16,14.8,17.519376051861286,27.7,27.85508758504234,16.4,15.794323333333331,15.3,14.373552679342849
17,16.4,15.137935197519994,14.8,16.211705275087162,21.2,20.12499,21.2,21.175685088793955
18,21.2,15.982040942629624,15.3,15.257269026051903,27.1,28.823593333333296,27.1,26.964552837448657
19,27.1,26.758729409125692,21.2,21.087234410229946,15.4,15.540053333333365,16.2,15.331957615040373
20,16.2,17.863373870751786,27.1,27.20291052498016,17.5,17.25330999999999,17.4,15.297999857600022
21,17.4,16.533251211361005,16.2,15.692307629824827,15.1,16.24169999999996,15.4,14.26846140293279
22,17.5,18.313474870305356,17.4,17.59174793449759,17.0,17.260920000000006,17.5,15.978916717133828
23,15.1,19.821990296446927,17.5,17.01429667171745,17.0,16.282386666666667,15.1,15.247274894173305
24,17.0,17.05428803139074,15.1,15.431364240406563,17.1,17.081250000000004,17.0,15.845706043686121
25,17.0,11.428443441509955,17.0,17.249685438760444,15.1,15.264833333333327,15.0,15.31366818644813
26,17.1,16.828165193372513,17.1,16.990572917423783,15.0,13.901350000000003,15.0,14.012016738259724
27,15.1,15.640423550810226,15.0,15.454922388837987,16.0,15.102730000000006,16.0,13.703529945616694
28,15.0,16.60408691072911,15.1,15.484593699773294,16.0,15.349536666666685,16.6,14.430461076965987
29,16.0,10.995836618781652,15.0,14.777865483652798,16.6,16.225520000000042,18.0,16.167138556592636
30,16.0,13.872737626051162,16.0,15.805614094810483,18.0,17.85200666666665,18.0,16.456043273269668
31,16.6,12.605871419718312,16.6,16.51850937366486,18.0,17.788119999999992,19.0,18.719557336241845
32,18.0,17.149214132169334,19.0,18.922157453040885,19.0,19.788246666666726,19.0,17.964850624918686
33,18.0,16.42511609606305,19.0,19.437186617139847,18.0,18.915140000000026,18.0,18.048994670293766
34,19.0,20.651604836733156,18.0,18.119689191258367,15.0,12.931903333333352,15.0,14.92279637250655
35,19.0,19.190079028660307,15.0,15.43809108844463,17.0,16.719919999999984,17.0,16.99791611728347
36,18.0,18.49315398670808,15.0,14.956937310294007,27.0,26.289886666666668,15.0,12.177098416717552
37,15.0,16.110389587343946,27.0,27.05166264396562,17.2,18.254939999999987,27.0,27.14134055700829
38,15.0,13.070911152356132,17.2,17.221278501330605,16.6,18.08748333333333,22.4,24.480092013816265
39,27.0,30.500627613997665,16.6,16.67397674322765,22.4,25.132110000000004,22.0,19.164574674667854
40,17.2,18.70260471750214,22.4,22.71638647766096,22.0,21.07963000000004,23.0,21.706566977175385
41,16.6,17.11756843430078,22.0,21.73134584873076,16.1,15.444006666666672,32.2,31.609703798647278
42,22.0,16.285517559559878,16.1,16.072166739631214,23.0,22.567866666666678,47.2,47.85831467268781
43,16.1,14.96907090300084,23.0,23.111762280162093,32.2,30.559416666666614,0.0,-1.286100480964286
44,23.0,22.2303384966944,32.2,31.83346644942045,47.2,45.92773000000012,19.0,19.440535482864316
45,47.2,47.31208585808747,47.2,47.41777057440778,0.0,1.1833633333333309,23.0,21.934546315275885
46,0.0,-1.2514299311396826,0.0,0.8174583805316128,19.0,20.347066666666628,19.2,20.187893111558203
47,19.0,19.236424103596903,19.0,19.089495579872423,35.0,33.98718,20.0,18.085466681767024
48,23.0,21.96561839546291,23.0,22.911727469339976,19.0,17.77421333333332,19.0,18.860430032996344
49,35.0,33.29202987373628,35.0,34.940780154467326,20.0,18.63376999999999,19.8,20.640130737999126
