,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.6,25.889932264166603,29.8,29.976897171867883,29.8,28.94488333333329,27.3,27.61849624974092
1,27.3,31.450879801393484,29.6,29.552003329027734,27.3,26.569890000000008,27.0,27.214652924366888
2,27.0,29.837619967571257,27.0,26.786133637966756,24.0,23.271863333333332,26.6,27.03851630052556
3,26.6,29.69658444533637,26.6,26.483107186504057,20.0,19.93528666666664,24.0,24.16694674271539
4,18.0,13.252927416916265,24.0,23.946737202861826,18.0,17.57443333333334,20.0,20.08853613667814
5,17.2,15.537254460673694,20.0,20.06604589800862,17.2,16.75822333333333,18.0,17.568090073174105
6,16.0,18.869058879086367,18.0,17.925289982862996,11.9,12.788590000000006,17.2,17.118510638267793
7,14.1,14.488040630358796,17.2,17.015134709378703,14.1,14.483523333333334,11.9,11.708072688959199
8,20.0,18.215414216329776,16.0,16.65253665114811,20.0,19.815736666666666,14.1,14.378960478506414
9,19.2,17.324649030054843,14.1,14.258346463750108,20.0,19.202140000000018,20.0,19.553223163389543
10,14.3,17.785723061915007,20.0,19.77660709715978,19.2,18.807413333333347,19.2,19.35872895646355
11,17.1,12.839944860667288,20.0,19.335242795538317,14.3,16.591416666666678,14.3,14.594037094429215
12,16.5,12.463729041061953,17.1,17.18405412854363,17.1,17.042563333333337,17.1,16.756083745728095
13,11.0,16.03453810945038,16.5,16.711213120224954,16.5,15.838059999999995,16.5,16.300579207523963
14,27.7,28.595876290713846,11.0,12.013406322476104,11.0,13.346090000000006,11.0,11.89952964923933
15,27.8,29.58791471870356,27.7,27.67728148802818,27.7,27.830296666666666,27.7,28.197182238969084
16,14.8,13.986918056254893,27.8,27.77296147386983,27.8,27.8445033333333,27.8,27.79448555154525
17,15.3,15.976642617992468,15.3,15.35783043267784,14.8,18.76458000000001,15.3,15.265668365689168
18,16.4,14.85228814242521,16.4,16.320014479003678,15.3,15.920406666666675,16.4,15.854097439486718
19,27.1,26.399002755242947,21.2,21.656091645128296,21.2,20.304296666666676,21.2,20.976373346229032
20,16.2,18.58427907862722,27.1,27.243033200904947,27.1,28.264089999999975,27.1,27.608252942915023
21,17.4,14.371647066989425,16.2,16.06373792678216,16.2,15.499043333333335,16.2,16.0684671852124
22,15.4,15.362335414579064,17.4,16.97845537503663,17.4,17.281236666666693,17.4,16.886161561452543
23,17.5,17.96719605692357,15.4,15.414918576233077,17.5,17.166416666666688,15.4,15.523019231252475
24,15.1,20.94124602141403,17.5,17.524173617734398,15.1,16.51182333333333,15.1,15.357808119373848
25,17.0,12.428131620460675,15.1,16.0175213917412,17.0,17.59832000000002,17.0,16.66734483662041
26,17.1,16.377265977686704,17.0,17.385162437666256,17.0,16.41319333333335,17.1,17.007921414884358
27,15.0,16.734748478201084,17.0,16.85554452409566,15.0,15.407086666666682,15.1,15.779761788280307
28,15.1,16.72782557995066,15.0,15.381591764040834,15.1,15.415783333333342,16.0,15.931843411685911
29,15.0,15.306764670610363,15.1,15.285501239419505,15.0,14.606603333333327,16.6,16.293881705930623
30,16.0,12.570429516403237,15.0,14.758026740179082,16.0,15.247446666666658,18.0,17.368004547053786
31,16.0,17.155647269452203,16.0,15.767706250940236,16.0,15.889006666666667,18.0,17.482263023013303
32,16.6,13.575721156098638,16.0,15.950519668757552,16.6,16.513686666666683,19.0,18.738418919876622
33,18.0,15.99090719673643,16.6,16.517317675104053,18.0,17.76027333333335,19.0,18.946739011331946
34,19.0,20.513073131797398,18.0,17.735208184667584,19.0,19.410433333333334,18.0,18.612329659530246
35,19.0,16.93844209797598,18.0,17.605389667036434,19.0,20.72442666666666,15.0,15.099159996946256
36,18.0,17.625701745932844,19.0,18.7306297482737,18.0,18.509493333333342,17.0,16.758261828736103
37,15.0,14.938616432957161,19.0,19.427553617311105,15.0,14.441890000000003,15.0,14.731806070598223
38,17.0,14.953601693158191,18.0,17.86906179691018,17.0,17.024770000000007,27.0,27.124988200512608
39,15.0,14.566884316855123,15.0,15.07624935603639,15.0,14.404116666666658,17.2,16.96054768335862
40,27.0,27.67491082407534,17.0,16.818625266160144,17.2,18.300040000000013,22.4,23.582743129832444
41,17.2,17.583535258603433,27.0,27.304096260913248,22.4,25.583936666666695,16.1,15.33972775831295
42,16.6,17.749590804887134,16.6,16.252834992881002,22.0,21.313713333333347,23.0,22.825112416972452
43,22.4,27.24289019445078,22.4,23.280868162790654,16.1,15.786140000000017,32.2,32.36675310585686
44,16.1,12.932656777550108,16.1,16.23980587256773,32.2,30.95820333333328,47.2,47.85625291133137
45,23.0,20.708684922095898,32.2,31.649765985133932,47.2,46.39182666666665,0.0,-0.025528396567189526
46,32.2,30.883888157061847,47.2,47.23302958315335,0.0,2.620880000000002,19.0,19.61540341603815
47,47.2,43.05039174987553,0.0,0.050372921147518124,19.0,19.326806666666656,23.0,22.70763183413897
48,0.0,-0.8666754691109873,19.0,19.425058464954088,35.0,33.20601666666668,35.0,35.24918314437392
49,19.0,20.587635668766367,23.0,22.34767323743022,19.2,19.52667333333331,19.2,19.960127539844787
50,35.0,31.431132710299124,19.2,19.104709115363846,19.0,18.19712666666666,19.0,18.77473094772707
51,19.2,22.253594337862694,20.0,19.603596844060586,20.0,18.932563333333324,20.0,19.33644719313265
52,19.0,17.93493999867607,19.0,18.656097658247266,19.0,19.536383333333315,19.0,18.921082061198387
53,20.0,15.292026862626813,19.8,20.074264821700766,19.8,20.214753333333324,4.0,3.5645627125413877
54,19.0,22.74185694334797,4.0,3.9775844628573034,4.0,4.071793333333335,38.0,38.540634092609274
55,4.0,5.341910821218477,38.0,38.43548016782663,38.0,35.18201333333331,25.0,26.021121544929418
56,38.0,37.56206946080766,25.0,25.181686447498453,25.0,26.421783333333323,1.0,0.7414390413264746
57,25.0,27.76827308746134,55.0,54.809469209398046,55.0,54.173709999999986,0.7,0.8218103723606744
58,55.0,47.225217663240926,2.0,2.360947004141111,2.0,4.774430000000006,2.7,2.7789132067525744
59,2.0,2.284879440175729,40.0,37.13534400121185,40.0,35.91006333333326,42.0,42.695083753180164
60,40.0,37.88839187436915,0.7,1.0287099875316565,42.0,43.4483566666666,26.0,26.054744069681192
61,0.7,-1.022127771839763,2.7,5.256734450025558,26.0,24.82546333333334,33.8,33.81067309882153
62,2.7,5.448181007205903,42.0,42.304518364429434,33.8,32.602223333333264,32.0,32.05387033704027
63,26.0,22.632941344793096,26.0,26.439791646416992,16.1,17.25697666666666,31.0,31.29076115332604
64,33.8,31.454764679174005,33.8,33.71734935549073,5.0,7.977063333333331,29.7,29.52250165593402
65,16.1,17.43755266601272,16.1,16.163675766228188,16.0,16.421223333333305,4.4,4.384108858005077
66,5.0,3.9584322717238933,16.0,16.18412766261903,32.0,32.674393333333335,5.0,4.542795925941519
67,32.0,34.29898911402185,32.0,31.591507798600077,31.0,29.661430000000014,23.0,21.948481924179053
68,31.0,32.73757787702566,31.0,30.968818466563505,29.7,28.801659999999934,9.0,9.34721554760273
69,29.7,30.4386467563167,12.0,12.758586799534065,12.0,16.263366666666688,50.0,50.93202815894567
70,12.0,20.64229629108118,16.4,16.718902275861467,16.4,16.74178,8.0,8.55042006177382
71,2.3,1.1550382121584448,2.3,2.5192046443218934,2.3,3.7894999999999976,21.0,21.487133420749117
72,4.4,6.359656477636037,5.0,5.219675938418083,4.4,8.719396666666649,17.1,16.865339452491117
73,5.0,4.388252355137297,33.0,32.83702673598084,5.0,6.530513333333335,13.0,13.202853253618388
74,23.0,18.09760519908616,9.0,9.124523880092996,23.0,21.990173333333352,5.0,5.71399015581466
75,33.0,34.67684947109997,50.0,49.70079987945617,9.0,9.629703333333332,10.0,9.816570125689543
76,9.0,9.863729246114474,19.0,19.041561723426746,19.0,16.874383333333316,55.0,55.2054066699975
77,50.0,46.90545113328285,8.0,8.639254414903727,8.0,9.690096666666664,17.5,17.629381500341708
78,19.0,14.282406946344395,21.0,21.690904128699884,21.0,26.03290333333336,10.5,10.734334751917142
79,21.0,25.493320072719442,17.1,16.567586135183817,17.1,15.922340000000002,5.0,5.068566087927628
80,13.0,8.400924139550057,13.0,13.352664730224047,13.0,11.932409999999987,10.0,9.4637165573132
