,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.8,26.506324203088838,29.6,29.450007437459735,29.6,30.79024999999999,29.8,29.506842547263723
1,29.6,26.086563281687006,27.3,27.05433402435158,27.3,27.12608666666668,29.6,29.035479704567294
2,27.3,33.665430886591935,26.6,26.481208861765303,27.0,25.299526666666665,27.3,28.345045621773163
3,27.0,27.584129132117596,24.0,24.029055438214932,26.6,25.833773333333333,27.0,27.139848099997028
4,26.6,28.98148827390301,20.0,20.202091432970896,24.0,24.238949999999978,26.6,26.762252021037753
5,24.0,25.247772583864418,18.0,17.843135803294423,20.0,19.778596666666648,24.0,24.037769530647825
6,20.0,22.246439324567376,17.2,17.159590261806432,18.0,17.469306666666668,20.0,20.0632759805991
7,18.0,13.72793414155376,16.0,16.09910081025813,16.0,16.92014333333335,18.0,17.049434052151664
8,17.2,16.890174600017303,11.9,11.893429855213252,11.9,13.962910000000065,17.2,16.84203475705529
9,11.9,14.822036726344976,14.1,14.504443837525839,20.0,20.56479999999999,16.0,16.438329398031648
10,14.1,17.04026007826289,20.0,19.76289818386603,20.0,19.17856666666666,11.9,11.618317347869134
11,20.0,20.446825721963563,20.0,19.708375579184935,19.2,18.902926666666644,20.0,19.468620582144624
12,19.2,19.05574954339278,19.2,19.315182595111537,14.3,16.396290000000004,20.0,18.83310139295453
13,14.3,18.097998224831457,14.3,14.964796032120573,16.5,15.61956666666667,19.2,19.317286305141323
14,11.0,14.64373731419596,17.1,17.029176587802134,11.0,13.077576666666658,14.3,14.765151405882554
15,27.7,30.30928815406969,11.0,11.793324170565741,27.7,28.205826666666688,17.1,16.729312874689093
16,27.8,29.972697152209406,27.7,27.713161088856975,27.8,28.342999999999993,16.5,15.586442530210821
17,14.8,15.89102492244615,27.8,27.71025286984466,14.8,18.590296666666667,11.0,12.225517107939307
18,15.3,16.73147062312836,14.8,16.036507952848698,16.4,16.24103333333332,27.7,28.224574022050792
19,16.4,15.61918467026507,16.4,16.190443747232507,21.2,20.98767666666664,14.8,15.037433546200678
20,21.2,16.668271132896706,21.2,20.94654491249987,27.1,28.205416666666636,15.3,15.20928990707783
21,27.1,24.308813941456492,27.1,27.181884170091696,16.2,15.35931666666668,16.4,15.525273509942508
22,16.2,17.216150703709275,16.2,16.153095837058956,17.4,17.185656666666656,21.2,20.384818032724592
23,17.5,15.955939920624303,17.4,17.244825348474244,15.1,16.466236666666706,27.1,27.573816987636846
24,15.1,20.61897319716624,15.4,15.447457388914568,17.0,17.278686666666665,16.2,16.110589111313566
25,17.0,15.83645735495395,15.1,15.38206007134756,17.0,16.48894000000002,15.4,15.303352157310222
26,17.0,12.408913921111491,17.0,16.997990989253353,17.1,17.41587666666667,17.0,16.02624677910021
27,17.1,16.13137432281792,17.0,16.73028897599207,15.0,15.231520000000017,17.0,16.142699128003922
28,15.0,14.041951228887484,15.0,15.278828787050179,15.1,15.55998333333331,15.1,15.700539201322542
29,15.1,17.136427018715807,15.1,15.316028841189413,15.0,13.453486666666672,15.0,14.232514312217925
30,15.0,15.050004806154817,16.0,15.900011201115456,16.6,15.882346666666695,18.0,17.243142486816613
31,16.0,10.627971474031568,18.0,17.811790499728044,18.0,17.624540000000007,18.0,17.1264413173579
32,16.0,13.790435754586383,18.0,17.619697400342023,19.0,18.611483333333332,19.0,19.416054194836555
33,16.6,12.464541114752393,19.0,18.926767924196458,19.0,19.857763333333313,19.0,19.02750069377709
34,18.0,17.17309124534907,19.0,19.543519394050854,18.0,18.359076666666656,15.0,14.696299526997024
