,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.8,25.947064237336633,29.8,29.625346832935527,29.8,29.06841333333337,27.3,29.435629514789763
1,29.6,23.46660975679299,29.6,29.371898557885608,29.6,30.15798333333331,27.0,28.130337821486545
2,27.3,34.6036799130228,27.3,26.988778083687585,27.3,26.99334000000005,26.6,28.003278132782743
3,27.0,27.792921632564912,27.0,26.62723199651988,26.6,24.003393333333346,24.0,25.163616701678105
4,26.6,26.914102981203825,26.6,26.80493660127822,17.2,16.900516666666686,20.0,19.71568818733375
5,24.0,24.086365603933814,24.0,24.236468759444758,16.0,16.50025666666666,18.0,16.424068061203595
6,20.0,21.161066032739882,20.0,20.00846944306138,11.9,15.534303333333314,17.2,16.628379334570468
7,18.0,15.317614656366743,18.0,17.737050852016022,20.0,18.88489333333333,16.0,18.143695697641718
8,16.0,24.507815699141588,17.2,17.370072503514262,20.0,19.280023333333318,14.1,15.210687081004153
9,20.0,17.01834354962284,16.0,16.449473524962684,14.3,16.414630000000002,20.0,19.150062402985558
10,20.0,18.90849117169148,11.9,12.500055303268002,17.1,16.932750000000006,20.0,19.563093854007054
11,19.2,19.059104401643708,14.1,14.386125761204836,16.5,15.566976666666672,19.2,19.067553922239842
12,14.3,14.153382881378661,20.0,19.919949753074977,11.0,12.975950000000001,17.1,16.54317224123868
13,17.1,14.050818729992102,19.2,18.97967325298291,27.7,28.217813333333346,16.5,14.727457825758597
14,16.5,12.181689396872116,14.3,14.505992739689548,27.8,27.836223333333354,11.0,14.056983885476917
15,27.8,32.30949968083229,17.1,17.21794548102059,15.3,17.176663333333305,27.7,29.90089636357967
16,14.8,16.699348198206224,16.5,16.20570361716755,16.4,16.009716666666673,27.8,29.207411776347328
17,16.4,16.92561636093859,11.0,11.747516583527732,21.2,19.89131333333333,14.8,16.382433483460716
18,21.2,16.24323543270657,27.7,27.952500344836835,27.1,27.84166333333332,15.3,15.596761924240237
19,27.1,24.804138972054545,27.8,27.32991811864977,16.2,15.553533333333355,16.4,15.524347066130868
20,16.2,19.49105412731342,14.8,15.522045668196078,17.4,17.312969999999964,21.2,21.372331093358888
21,17.4,15.237599119012543,15.3,15.53155606929413,15.4,15.955943333333291,27.1,28.69152024657584
22,15.4,14.57728730196186,16.4,16.241120977494322,17.5,17.19457666666666,16.2,16.428421143113052
23,17.5,19.00276373881144,21.2,20.980728716987674,17.1,17.120786666666678,17.4,16.032124940670073
24,15.1,21.191644447538692,27.1,27.045654117574436,15.0,15.488866666666672,15.4,14.732714492814097
25,17.0,14.709525935293982,16.2,15.926210385707181,15.1,15.16417666666668,17.5,16.027120089639013
26,17.0,12.971665812314086,15.4,15.61285277693845,15.0,14.613653333333318,17.0,16.32627684443261
27,17.1,17.760012112713866,17.5,17.06967934383216,16.0,15.52241000000001,17.0,15.60435222160995
28,15.0,18.176442694887726,15.1,15.914828698629986,16.0,15.554940000000007,17.1,16.57498320751
29,15.1,18.377125755823215,17.0,16.948677816787242,18.0,17.715486666666663,15.0,16.746209174164456
30,15.0,14.041323376933917,17.0,16.532318949292108,19.0,19.653693333333308,15.1,16.69100898621024
31,16.0,13.658713047188769,15.0,15.5334661537285,19.0,19.809539999999995,16.0,15.597515834716596
32,16.6,12.415880316558855,15.0,15.099357099087234,18.0,18.91937333333331,18.0,16.83547342364938
33,18.0,17.70010639628299,16.0,15.805892104117794,15.0,13.755313333333305,19.0,19.75234408062991
34,18.0,16.45103668005055,16.6,16.47205206973867,17.0,16.98511999999999,19.0,19.004782506721444
35,19.0,21.129981902283873,18.0,17.955048203833897,15.0,14.182019999999989,18.0,18.898111376691965
36,18.0,17.879560983551812,18.0,17.746292085115584,27.0,26.119283333333343,15.0,15.019876173690463
37,15.0,15.351384139725099,19.0,19.613783089676566,17.2,17.08108666666662,17.0,16.717679339470923
38,15.0,13.690890821082348,18.0,18.328835065125126,23.0,22.830369999999956,15.0,14.606479353088595
39,27.0,28.127894475564972,15.0,15.016350769517901,32.2,30.60640333333332,27.0,28.38430722920562
40,17.2,20.494924821611676,17.0,17.059654799368353,47.2,44.43157999999997,17.2,16.058269476728583
41,16.1,15.070800942058554,15.0,15.037824027156002,0.0,2.4593300000000005,16.6,16.111807859212394
42,23.0,22.107860888047526,27.0,27.07502990301138,19.0,19.420316666666636,22.0,20.691723169402138
43,32.2,35.072443697929145,17.2,17.133951354238775,23.0,22.269016666666648,32.2,33.27130098235861
44,0.0,-1.666507558347348,22.4,23.000287197842628,35.0,33.98291333333332,47.2,48.625900010687175
45,19.0,18.84597126351605,22.0,21.46459480593174,19.2,19.81547,0.0,-0.03467886156263045
46,23.0,22.79483511726329,16.1,16.040124329411164,19.0,18.599299999999975,19.0,21.295996938634186
47,35.0,34.10639278642344,32.2,31.951689993904242,20.0,18.717369999999985,23.0,20.325996032592876
48,19.2,23.118421125802342,47.2,46.2943809991612,19.0,19.912263333333325,35.0,36.11195900213653
49,20.0,13.924023173184708,0.0,1.0867575696173692,4.0,4.547670000000003,19.2,21.001681195636817
50,19.0,21.666680655044615,19.0,19.781737874605945,38.0,37.94177333333321,20.0,18.337298893906322
51,19.8,19.601862323097066,35.0,35.072762186974835,25.0,25.801743333333356,19.0,18.81791465395637
52,4.0,6.6215989892895095,19.2,18.984871163752477,55.0,55.93724000000001,19.8,20.606017858178166
53,25.0,27.09279549842165,19.0,18.892757070280926,2.0,5.851666666666674,4.0,2.917177058512185
54,55.0,50.395005454637214,19.0,19.147305255923627,40.0,32.20481333333329,38.0,39.396762498599415
55,1.0,0.6073359706306292,4.0,4.01239017327369,0.7,1.7607599999999985,25.0,28.820695214686094
56,2.0,2.301012067116858,38.0,36.57713597574169,2.7,5.545076666666653,0.7,1.1408636099026508
57,40.0,40.10492542841234,25.0,25.399011917957957,42.0,45.085809999999995,33.8,34.11325768406057
