,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.6,25.27384441321537,29.8,29.702643545596494,29.6,29.61570666666669,29.8,31.388128503114142
1,27.3,31.864577886987846,27.3,27.082649288477647,27.3,26.82332666666666,29.6,30.885629630527173
2,27.0,28.10777421548584,27.0,26.764354835752115,27.0,25.23157333333335,27.3,28.21346224733001
3,26.6,28.458905656080404,26.6,26.343733760971496,26.6,26.069039999999994,27.0,28.148929148805664
4,24.0,23.335389698720086,24.0,24.271708860083198,24.0,24.84834333333335,26.6,27.9234573491439
5,18.0,13.113179883404108,20.0,19.97433197114299,20.0,19.586346666666675,24.0,25.168721538792415
6,17.2,18.759342500521406,18.0,17.78245429732803,18.0,17.748116666666668,20.0,20.43678986108623
7,11.9,13.84145079696539,17.2,17.23459281409917,16.0,17.973159999999982,18.0,17.3212319163923
8,14.1,18.563459783182203,16.0,16.0183222785093,14.1,12.960613333333363,17.2,17.30260554499733
9,20.0,17.40020833883176,14.1,14.485747680320863,20.0,20.466713333333338,16.0,16.101218714235095
10,20.0,20.827809471899783,20.0,19.945394514766928,20.0,17.583340000000003,11.9,11.20688164185251
11,19.2,20.213845449307897,20.0,19.80393647549386,14.3,15.485503333333341,20.0,19.86580289219685
12,16.5,13.65930559682738,19.2,19.088940538329904,17.1,17.013756666666662,20.0,19.688708452187523
13,11.0,17.16108073222432,14.3,14.61754937517235,16.5,15.853346666666669,19.2,19.353649646069158
14,27.7,31.486256261059893,17.1,16.74228845791854,11.0,13.282186666666652,14.3,14.594440017276078
15,27.8,29.276194268479564,16.5,16.413211194578324,27.7,27.897986666666664,17.1,16.529798100043806
16,14.8,13.809214776868494,11.0,12.361780381899921,14.8,16.718336666666698,16.5,16.014974279236604
17,16.4,17.47378037313767,27.7,28.11993002844231,16.4,16.245703333333317,11.0,11.499560104599269
18,21.2,17.94781095648753,27.8,27.5828426829414,27.1,28.660553333333347,27.7,29.251612463514547
19,27.1,26.98829599256623,15.3,15.256433171669673,16.2,15.520183333333334,27.8,28.995158544011456
20,16.2,19.961567141812537,16.4,15.967525934233405,17.4,17.253440000000012,21.2,21.460946958335505
21,17.4,13.894000743857134,21.2,21.191080937693258,15.4,15.5221066666667,27.1,28.35172127216003
22,15.4,12.260039033935392,17.4,17.22883601552077,15.1,17.07246333333337,16.2,15.879825909534237
23,17.5,17.306035315721303,15.4,15.413000988421489,17.0,17.744430000000012,17.4,17.00906491564296
24,15.1,19.61192457101535,17.5,17.296300768191294,17.0,16.705340000000003,15.4,15.25128036276335
25,17.0,14.077640513294838,15.1,16.046590538364505,17.1,17.156459999999996,15.1,15.427161885528406
26,17.0,13.251455780843955,17.0,16.86153019930584,15.0,15.37314666666667,17.0,16.75689440671712
27,17.1,17.17977462574933,17.1,17.425694707538494,15.1,15.594066666666649,17.0,16.840249396180486
28,15.1,17.238607114507644,15.0,15.095328606512982,15.0,14.66850999999999,17.1,16.64460244619094
29,15.0,14.8773028299387,15.1,15.928808312863136,16.0,15.315329999999992,15.1,15.194213795151022
30,16.0,13.429117017834855,15.0,14.315859891919626,16.0,15.57747666666668,15.0,14.528786386348479
31,16.0,14.762502823405583,16.0,16.19466295343678,16.6,16.36335333333339,16.0,15.91593579952307
32,18.0,17.065002802252366,16.0,15.741691844517776,18.0,17.779639999999993,16.0,15.698046765166428
33,19.0,20.851866906302405,16.6,17.150785325804144,19.0,19.531356666666667,16.6,16.20307956114327
34,19.0,20.93862487203981,18.0,17.484902802794902,19.0,19.583426666666654,19.0,19.307970427999
35,18.0,17.762465529493525,18.0,18.119788521834298,15.0,14.13815333333331,18.0,18.54909457366202
36,15.0,16.189579751289287,19.0,19.674361477909173,17.0,17.01573000000002,17.0,17.071510517460414
37,17.0,15.635167518954646,18.0,18.412244641270142,15.0,13.949396666666646,15.0,14.624627755031877
38,15.0,10.347031926059671,15.0,15.196131661896857,27.0,29.41521,27.0,28.67513708015867
39,27.0,30.561038628092092,17.0,17.069503129866263,17.2,17.311480000000028,16.6,16.297610554647633
40,17.2,18.422499405165745,15.0,14.931329529145424,16.6,15.904566666666684,22.4,23.66181731905867
41,22.4,25.79796185675461,16.6,16.232483289064803,22.4,25.458716666666678,22.0,21.964841074789998
42,16.1,12.739898649110238,22.4,22.571803614605606,22.0,21.670150000000007,23.0,23.459368553351016
43,32.2,32.67214820564307,22.0,21.74435628493908,16.1,15.475270000000034,0.0,-1.7919268710559002
44,47.2,46.34989314943383,16.1,15.453112124423273,23.0,23.060110000000012,19.0,19.48417072401018
45,0.0,-0.16768533934549623,32.2,31.729711896884023,32.2,30.521363333333326,23.0,23.154259169239836
46,19.0,20.035196768540246,19.0,19.320868012278787,47.2,44.77484333333347,35.0,37.01365556191837
47,23.0,22.93194733907586,23.0,22.82782565686461,0.0,2.3853866666666668,19.0,18.79654553139004
48,35.0,33.860408556132775,35.0,34.83759517769779,19.0,19.595483333333345,20.0,19.663313433313842
49,19.2,23.408967909321504,19.2,19.14257860965868,23.0,22.286533333333303,19.8,20.67462137251973
50,19.0,15.612073368717134,19.0,18.75466412392399,35.0,34.71150000000005,4.0,2.334335549542274
51,19.0,21.01195113385903,20.0,19.6590675912816,19.2,19.517269999999982,38.0,40.29455743722859
52,19.8,18.616518869228855,19.0,19.678851025008075,19.0,17.786293333333354,25.0,26.82663248098685
53,38.0,37.7496903787609,19.8,19.514495596292,20.0,19.271363333333326,55.0,58.903841003116
54,55.0,46.67906612976647,4.0,4.127570251668271,19.0,19.486499999999968,1.0,-0.8559073201623297
55,1.0,2.29532378487567,38.0,38.868237353431795,19.8,20.260303333333336,2.0,0.07317689508958924
56,2.0,1.9899113953951613,25.0,25.782699812015853,38.0,35.928623333333285,40.0,42.54621289288748
57,40.0,39.9999999999999,55.0,54.777935207806465,25.0,26.477550000000008,0.7,-0.8866501888171163
58,0.7,-1.1799555416305623,1.0,1.61141167466774,55.0,54.49942666666653,2.7,1.4090272043023857
59,2.7,7.354016955661002,2.0,2.3593889410094033,1.0,1.1247066666666665,42.0,45.65564768989785
60,42.0,42.23559388275159,40.0,39.281131971524815,2.0,3.424666666666671,26.0,26.663830439725164
61,26.0,24.577898381425534,2.7,3.0222621094311988,40.0,31.498500000000007,16.1,16.363945443782374
62,33.8,33.35305890795753,42.0,42.126888709236376,0.7,1.5853633333333372,5.0,3.7804222003440113
63,16.1,13.85081715255194,26.0,25.903253001284153,2.7,7.9400833333333445,16.0,16.137101166141907
64,5.0,4.9954791325262065,33.8,33.25197799241567,42.0,43.138433333333325,32.0,33.499426666035646
65,16.0,17.328268101879296,5.0,5.482193836124447,26.0,24.87278333333333,31.0,32.707964902307296
66,32.0,31.482192227872474,31.0,31.00470663396629,33.8,33.51053666666663,29.7,30.78643928871492
67,31.0,32.30318248263646,4.4,4.674056165303604,16.1,17.411649999999984,12.0,12.654553148367144
68,29.7,29.818403104093186,5.0,5.2619689958471145,16.0,16.875029999999985,16.4,16.306520287835536
69,12.0,22.390347645884717,23.0,22.921703536707078,32.0,32.077396666666665,2.3,1.0163228077894808
70,23.0,16.759157937813157,9.0,9.967864833735536,29.7,28.779863333333328,4.4,3.340023854771035
71,33.0,31.713843643515744,50.0,49.80101269375114,16.4,16.872246666666655,5.0,3.7340209431420215
72,50.0,46.41145587074367,19.0,18.792320982509704,4.4,9.647129999999994,23.0,23.126810137826585
73,19.0,16.369507528613013,17.1,16.5856754483149,23.0,22.00103999999997,9.0,8.761355126028093
74,8.0,12.44193041202086,13.0,13.566747079407406,33.0,32.21583666666665,50.0,54.00013901549835
75,21.0,27.49615600133542,16.8,16.370645361588522,9.0,9.559496666666673,19.0,18.66056782276807
76,17.1,16.189306452348774,0.0,0.2618196505501882,19.0,18.28556000000002,8.0,7.802264203040533
77,13.0,10.422185623716715,10.0,9.928708684107502,8.0,9.67969000000001,13.0,12.60099530005531
78,16.8,15.301540792124968,55.0,53.84781603608493,17.1,16.067740000000022,16.8,16.900319674796766
79,0.0,-0.11225838133911026,17.5,17.789738230454258,13.0,12.143963333333332,0.0,-2.098598078640036
80,5.0,11.33655130309328,10.5,10.958312424646373,16.8,16.306893333333335,5.0,4.45209374550425
81,10.0,9.98438253671727,5.0,5.13620403102464,0.0,1.0121133333333325,10.0,8.784305376935343
82,17.5,16.52907410995512,10.0,9.329619443728419,5.0,7.208146666666666,55.0,59.144173834816414
83,10.5,13.92496630307972,3.0,3.1798381916619682,10.0,9.090876666666663,17.5,16.714484053447297
84,5.0,5.348638191275917,0.1,1.0052051277261,55.0,53.74943666666648,10.5,10.181985502661924
85,0.1,1.171747683573905,34.0,33.82266292838107,17.5,20.184983333333314,5.0,3.4796138840418998
86,34.0,37.94939627818449,16.0,16.00115606948057,10.0,7.22616666666667,3.0,1.3665121847275494
87,3.3,0.8154626951279624,50.0,49.89845777620009,3.0,3.501523333333337,0.1,-1.1525766954598113
88,39.0,37.87335643418417,6.0,6.4323534778227085,0.1,2.288673333333338,34.0,36.05065234276748
89,16.0,17.554784203117237,0.0,-0.425486075163193,34.0,35.78443333333329,3.3,1.6227109411186103
90,50.0,47.16088841674353,33.1,32.23191080202812,3.3,3.0683000000000047,39.0,40.905158836477426
91,6.0,2.6455649777794363,40.0,39.99615013339226,39.0,36.12624333333335,16.0,16.096111876840627
92,0.0,4.051446891999319,30.0,29.794577315876467,16.0,16.111770000000025,6.0,5.064475618071439
93,33.1,34.06557629413683,16.0,15.697776783368802,50.0,53.240893333333176,33.1,35.00270997678065
94,40.0,39.8569120212743,32.0,31.562314511069328,6.0,8.293496666666654,30.0,31.127036805367194
95,16.0,14.419938342119252,61.0,60.00103325913306,33.1,33.53978333333337,16.0,15.242270029576805
96,32.0,29.77616989528009,32.0,32.31603880647487,40.0,41.31124333333336,32.0,33.171591427405986
97,61.0,49.650394656230574,15.0,15.520406788280084,30.0,27.945196666666632,61.0,65.851691934461
98,32.0,22.925763157078947,23.7,23.99783077728009,61.0,56.01041666666648,32.0,33.06091466553919
