,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.8,28.0745371990063,29.8,29.56796951273426,29.8,27.41839333333334,29.6,29.38281422713335
1,29.6,25.523026492762384,29.6,29.380434613044546,29.6,30.314986666666677,27.3,27.448614520371763
2,27.3,31.79651789063061,27.3,27.266877134006346,27.3,27.338103333333365,27.0,27.43471948519535
3,27.0,26.88191963206657,27.0,26.65165872052521,27.0,25.29207666666665,24.0,24.252381743224415
4,26.6,27.10052492820968,26.6,26.6430943995457,26.6,26.266013333333323,20.0,19.749489166634856
5,24.0,26.73406656928111,24.0,24.289916129257353,20.0,19.89772,18.0,17.0859095375628
6,20.0,23.081367500814835,20.0,19.685877352075366,18.0,17.616029999999995,17.2,17.277151280324496
7,18.0,16.065892117218382,17.2,17.364800291333562,17.2,17.018723333333334,16.0,16.483930283597292
8,16.0,22.716107789806074,16.0,16.316308431595846,16.0,16.482423333333333,11.9,12.019370448732245
9,11.9,12.92975585191941,11.9,11.985033059715429,11.9,14.127836666666672,20.0,19.759905544479196
10,14.1,16.425086399569892,14.1,14.542833437039327,20.0,19.128023333333353,19.2,19.030682152637176
11,20.0,18.498953671594933,20.0,19.550914947840855,19.2,19.612750000000002,14.3,14.478308632857837
12,20.0,20.81416293085414,19.2,19.25200476758297,14.3,16.346803333333344,17.1,16.81435585105062
13,19.2,19.87160434794285,14.3,14.860653704138086,17.1,17.136420000000015,16.5,15.920544613640512
14,17.1,18.142528119854745,17.1,16.958788092104186,16.5,15.493490000000007,11.0,12.052126231855665
15,11.0,13.154163936102563,11.0,11.446496640337319,11.0,13.02374666666668,27.7,28.56095075041623
16,27.8,28.467040622286987,27.7,27.90219233501586,27.7,28.424183333333364,27.8,27.833534183725643
17,14.8,16.652683428931567,27.8,27.53036069098469,27.8,27.93649999999999,14.8,14.939244987618476
18,16.4,15.777499406123624,15.3,15.246324756278804,14.8,17.869109999999985,15.3,15.277040710599632
19,21.2,18.889077370863276,16.4,16.389101969964166,15.3,16.61065666666667,27.1,27.342384745803205
20,27.1,25.87848200456341,21.2,20.568678808115504,16.4,15.904050000000014,16.2,16.719252232000425
21,16.2,19.1311937922287,27.1,27.30307123971714,27.1,28.04585000000003,17.4,16.766395361295437
22,17.4,14.776940687298207,16.2,15.992895495601099,16.2,15.528733333333353,15.4,15.308348547473097
23,15.4,14.106631682336996,17.4,17.20941236229285,17.4,17.057180000000013,17.5,17.435370584402072
24,17.5,17.741756077253626,15.4,15.667540358165235,15.1,16.68318666666666,15.1,15.907374603204502
25,15.1,22.13868936899202,17.5,17.78901018669077,17.0,17.27940000000001,17.0,16.51245788483425
26,17.0,16.860498385061263,15.1,15.789800498563952,17.0,16.337569999999992,17.1,17.111595135302856
27,17.0,13.532255918152444,17.0,17.114624846821087,15.0,15.355633333333357,15.0,15.352474183962128
28,17.1,18.823991668718335,17.0,16.782446895106723,15.1,15.209146666666687,15.1,15.275065692488958
29,16.0,10.804887866806595,17.1,17.214888644777623,15.0,14.277449999999986,15.0,14.681956654664559
30,16.0,14.841048747358357,15.0,15.538141670069429,16.0,15.09132999999999,16.0,15.49570926880591
31,16.6,12.365291657064574,15.1,15.435951293576062,16.0,15.512393333333334,16.6,16.353092688783683
32,18.0,18.40042761221683,15.0,15.046684814429737,18.0,17.843736666666686,18.0,17.660854561125877
33,18.0,18.259129471766244,16.0,16.014983053168518,18.0,17.945630000000016,18.0,17.384228308500287
34,19.0,22.363465699594883,16.0,16.29916879804223,15.0,14.227979999999985,19.0,19.011583410299792
35,19.0,18.713307064762944,16.6,16.826070628457884,17.0,17.090270000000007,19.0,19.098416218748458
36,18.0,20.668732604395444,18.0,17.63218534936364,15.0,14.19655999999998,18.0,17.74862141723858
37,15.0,12.312976142137131,18.0,17.585914899441722,27.0,26.491390000000003,15.0,15.017274830581208
38,17.0,14.421802894709728,19.0,19.265259865764303,17.2,17.89140000000002,15.0,14.750917401525102
