,LinearRegression_train_true,LinearRegression_train_pred,GradientBoostingRegressor_train_true,GradientBoostingRegressor_train_pred,ExtraTreesRegressor_train_true,ExtraTreesRegressor_train_pred,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_true,LinearRegression_GradientBoostingRegressor_ExtraTreesRegressor_train_pred
0,29.8,25.867015928887128,27.0,26.64017906667245,29.8,29.19720999999999,29.8,28.584136530485676
1,29.6,25.208468212501458,26.6,26.157944881053975,29.6,29.546613333333276,27.3,27.94343812373692
2,27.3,33.60942502912721,24.0,24.380939939261097,27.3,26.637766666666682,27.0,26.22404592723968
3,27.0,30.726014412101136,20.0,20.57795396444026,27.0,25.55194999999999,24.0,23.592908456423725
4,26.6,29.1081056860493,18.0,17.709881908918884,26.6,26.20289,20.0,19.12471307840791
5,24.0,24.377166128042035,17.2,17.211857923324626,24.0,24.332719999999966,18.0,16.76373074290643
6,20.0,21.88338726127685,14.1,14.21238593440439,20.0,19.755833333333324,17.2,16.861308467873837
7,18.0,13.681316446775242,20.0,19.667220709270726,16.0,16.39903000000001,16.0,16.53473924191377
8,16.0,21.076906005683185,20.0,20.26816889646863,14.1,14.917079999999963,11.9,11.626091080079322
9,11.9,13.922856594250703,19.2,20.036182940675047,20.0,19.62112666666666,14.1,13.845445596549888
10,20.0,16.788516256125916,14.3,14.919101607171868,20.0,18.98388666666666,20.0,19.492992962825536
11,20.0,20.415069510626353,17.1,16.99855565325938,19.2,18.78604666666666,20.0,18.69142669807816
12,19.2,20.603506030643615,16.5,16.06291734905721,14.3,16.151380000000003,19.2,18.32664505026092
13,14.3,16.729079302771822,11.0,12.422149352111877,17.1,16.475873333333322,14.3,14.761553517881758
14,17.1,15.883365022658012,27.7,27.844535878266917,11.0,12.673213333333335,17.1,16.24374438471274
15,16.5,14.909699061770567,27.8,27.084972784151667,27.7,28.35464666666667,16.5,15.499100759138853
16,11.0,16.33163580284659,14.8,15.022389679644862,27.8,27.905199999999994,27.7,27.964164978548645
17,27.7,29.96437418543516,15.3,15.484523635413016,14.8,17.853986666666657,15.3,14.643557927951036
18,14.8,17.44073424215341,16.4,16.2843640272714,15.3,15.154376666666654,16.4,16.31984634676882
19,16.4,15.716870647089763,21.2,20.93641692992511,21.2,20.510106666666662,21.2,19.768395124759564
20,27.1,25.410097173260823,16.2,15.606063430274105,16.2,15.33906666666667,16.2,15.556166023926894
21,16.2,20.010279792884234,17.4,17.2518971171343,17.4,17.073976666666688,17.4,16.27320809037767
22,15.4,10.880796499261095,15.4,15.726844004360014,15.4,14.90510999999995,15.4,14.982051626121033
23,17.5,16.1127788832911,17.5,17.295355515306372,17.5,17.19564000000001,17.5,16.767866285443787
24,15.1,20.409830131403197,15.1,15.621332201727807,15.1,18.87465,15.1,15.644314106010723
25,17.0,15.261308938325811,17.0,16.701125308044038,17.0,17.340159999999997,17.0,16.259868889999492
26,17.0,11.871111750373956,17.1,16.893176083558465,17.0,16.27192333333335,17.0,16.019816944358677
27,17.1,17.11596163945623,15.0,15.479665048584776,15.0,15.410073333333333,17.1,16.289115189349744
28,15.0,15.622878328640297,15.0,15.036686429881234,15.1,15.075953333333345,15.0,15.278987779887338
29,15.1,15.282782885208945,16.0,15.556056070801617,16.0,14.42975666666667,15.0,14.197547579611038
30,16.0,11.485563040001068,16.0,15.782795304183889,16.0,15.553943333333354,16.0,15.404680471162628
31,16.0,11.867682163749691,16.6,16.697486255092503,16.6,15.543609999999953,16.0,14.915030437790875
32,18.0,16.17561048134141,18.0,17.753772328122952,18.0,17.813580000000016,16.6,15.724182949288357
33,18.0,16.643790258372434,19.0,18.963721243856043,18.0,17.79565000000002,18.0,16.81875874275255
34,19.0,19.823480070483896,18.0,18.02727386862158,19.0,19.288766666666668,18.0,17.132823971001383
35,19.0,19.62076694513027,15.0,15.107030913286863,19.0,19.143909999999998,19.0,18.528814711545614
36,18.0,17.861614606185952,17.0,17.35995953679141,18.0,18.635543333333345,18.0,17.893223289557728
37,15.0,16.44329266589736,15.0,15.019037866747926,17.0,16.27714333333333,15.0,14.218991292298858
38,17.0,15.508814522351656,27.0,27.23900178077245,17.2,18.026549999999972,27.0,26.975348138085852
39,15.0,12.727304878023205,17.2,17.28059404634781,16.6,17.958586666666644,17.2,16.29041199838005
40,17.2,19.205600940850417,16.6,16.457445796209555,22.4,25.406723333333343,16.6,15.880432543542948
41,16.6,17.375895874240285,22.0,21.810756223464814,22.0,20.98151333333333,22.4,22.826143359554994
42,22.4,25.54799244994129,16.1,15.735578900629287,23.0,22.817573333333318,22.0,20.715732141442476
43,22.0,17.17261987966492,47.2,47.13926474677106,47.2,46.58207666666664,23.0,21.967261973038944
44,23.0,22.13696925619095,23.0,22.88182943124719,0.0,1.902726666666665,32.2,30.782647691253665
45,32.2,33.916996599899704,35.0,34.8391065633112,19.0,19.675663333333326,47.2,45.78163074544203
46,0.0,-1.8269468338417312,19.0,18.65662656347449,23.0,23.180096666666667,0.0,-0.21854268576133362
47,19.0,20.52977279142803,20.0,19.405600402342774,19.2,19.469606666666643,19.0,18.945296788859526
48,35.0,31.623506132030883,19.8,20.615985160882126,20.0,18.32908666666667,23.0,21.667457650791217
49,19.2,22.511628978476523,4.0,4.142808078464901,19.0,19.475189999999976,35.0,33.666372586300284
50,19.0,12.452942195531278,38.0,38.66558229531158,19.8,20.845213333333323,19.2,19.370164600649705
51,20.0,17.001381498239027,25.0,25.025716481284647,4.0,4.09019,20.0,18.10865109757616
52,19.0,23.597050297879008,55.0,54.74057230962921,38.0,38.24459666666658,19.0,18.219320189497378
53,19.8,17.93394617444082,1.0,1.5391378070180108,25.0,26.395723333333336,19.8,19.993586066328724
54,4.0,7.035037435233107,2.0,2.7056313155847427,55.0,55.3898833333332,38.0,37.26757017649838
55,38.0,35.99255598551653,0.7,1.0404402352581017,2.0,3.3307566666666752,25.0,25.722993380505287
56,25.0,28.317798780011202,2.7,3.129493907861907,40.0,35.619466666666625,40.0,38.72680769179995
57,55.0,46.67668197807282,42.0,42.16266295814038,0.7,1.853649999999998,0.7,1.3659680398970653
58,1.0,-0.6699550364740787,26.0,26.215890593614784,2.7,4.648379999999997,42.0,41.322167466171436
59,2.0,2.4619458744381575,33.8,33.89540996470945,42.0,43.03557999999994,26.0,24.817934420322622
60,0.7,2.7104235531197105,16.1,16.571759143212432,26.0,25.115226666666658,33.8,32.27688899488736
61,2.7,4.686242189328112,5.0,5.5550440539612564,33.8,33.997166666666615,16.1,15.709963880975659
