,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
selected,HOMO (eV),LUMO (eV),DM,TPSA,AMW,Me,nBM,nTB,nN,nO,nHM,nHet,nX,N%,O%,X%,Psi_i_A,AAC,SIC1,CIC2,ATSC1m,MATS1m,GATS1m,GATS2m,GATS1v,GATS1e,GATS2e,GATS1p,DISPm,DISPv,DISPe,DISPp,VR2_RG,Chi_G/D,TDB03m,RDF020u,RDF020p,Mor07m,Mor12m,Mor27m,Mor29m,E1m,E3v,HATS5p,HATSs,RARS,R4u,R1v+,RTv+,R1e,R1p+,RTs+,nCt,nROH,nRSR,nHDon,nHAcc,C-011,C-040,H-049,H-052,NdssC,CATS2D_02_DL,CATS2D_03_DL,CATS2D_02_AL,B01[C-N],B01[C-O],B01[C-S],B02[C-O],B03[C-N],B05[C-O],F01[C-O],F02[C-O],Ui,Hy,TPSA(Tot),DLS_04,DLS_05,DLS_cons,LLS_02
